Data_Point,Test_Time(s),Date_Time,Step_Time(s),Step_Index,Cycle_Index,Current(A),Voltage(V),Charge_Capacity(Ah),Discharge_Capacity(Ah),Charge_Energy(Wh),Discharge_Energy(Wh),dV/dt(V/s),Internal_Resistance(Ohm),Is_FC_Data,AC_Impedance(Ohm),ACI_Phase_Angle(Deg)
36,1080.479767,12/08/2010 12:59:20,960.4654239,2,1,0.550024807,3.899570465,0.146730165,0,0.565663874,0,9.71794E-05,0,0,0,0
37,1110.494774,12/08/2010 12:59:50,990.4804315,2,1,0.550024807,3.901352406,0.151315577,0,0.58354882,0,6.48022E-05,0,0,0,0
38,1140.509792,12/08/2010 13:00:20,1020.495449,2,1,0.549844861,3.903134346,0.155901032,0,0.601442531,0,6.48022E-05,0,0,0,0
39,1170.524839,12/08/2010 13:00:50,1050.510496,2,1,0.549664915,3.9047544,0.160486409,0,0.619344245,0,0,0,0,0,0
40,1200.539847,12/08/2010 13:01:20,1080.525504,2,1,0.550024807,3.906860113,0.165071765,0,0.637253834,0,6.48022E-05,0,0,0,0
41,1230.55845,12/08/2010 13:01:50,1110.544107,2,1,0.549844861,3.908318043,0.1696577,0,0.655173458,0,3.23772E-05,0,0,0,0
42,1260.570061,12/08/2010 13:02:20,1140.555718,2,1,0.550024807,3.910099983,0.174242487,0,0.673096143,0,6.48022E-05,0,0,0,0
43,1290.584942,12/08/2010 13:02:50,1170.570599,2,1,0.550024807,3.911557913,0.178827795,0,0.691028251,0,6.48022E-05,0,0,0,0
44,1320.600002,12/08/2010 13:03:20,1200.585659,2,1,0.550024807,3.913015842,0.183413158,0,0.708967864,0,3.23772E-05,0,0,0,0
45,1350.615072,12/08/2010 13:03:50,1230.600729,2,1,0.550024807,3.914635658,0.187998549,0,0.726914715,0,3.23772E-05,0,0,0,0
46,1380.630195,12/08/2010 13:04:20,1260.615852,2,1,0.549844861,3.916255713,0.192583946,0,0.744868709,0,6.48022E-05,0,0,0,0
47,1410.64506,12/08/2010 13:04:50,1290.630718,2,1,0.549844861,3.917875528,0.197169284,0,0.762829527,0,3.23772E-05,0,0,0,0
48,1440.660082,12/08/2010 13:05:20,1320.645739,2,1,0.550024807,3.919333458,0.201754726,0,0.780797621,0,3.23772E-05,0,0,0,0
49,1470.675133,12/08/2010 13:05:50,1350.66079,2,1,0.549844861,3.920791388,0.206340059,0,0.798772286,0,3.23772E-05,0,0,0,0
50,1500.690269,12/08/2010 13:06:20,1380.675926,2,1,0.549844861,3.922249317,0.210925487,0,0.816754273,0,3.23772E-05,0,0,0,0
51,1530.705181,12/08/2010 13:06:50,1410.690838,2,1,0.550204754,3.923869371,0.215510862,0,0.834742975,0,3.24249E-05,0,0,0,0
52,1560.7202,12/08/2010 13:07:20,1440.705857,2,1,0.549844861,3.925327301,0.220096272,0,0.852738746,0,6.48022E-05,0,0,0,0
53,1590.735449,12/08/2010 13:07:50,1470.721106,2,1,0.550024807,3.926785231,0.224681745,0,0.870741639,0,3.24249E-05,0,0,0,0
54,1620.750309,12/08/2010 13:08:20,1500.735966,2,1,0.550024807,3.92824316,0.229267009,0,0.888750596,0,0,0,0,0,0
55,1650.765307,12/08/2010 13:08:51,1530.750965,2,1,0.549844861,3.92970109,0.233852321,0,0.906766535,0,3.24249E-05,0,0,0,0
56,1680.780449,12/08/2010 13:09:21,1560.766106,2,1,0.550024807,3.931159019,0.238437733,0,0.924789835,0,0,0,0,0,0
57,1710.79561,12/08/2010 13:09:51,1590.781268,2,1,0.550024807,3.932940722,0.243023108,0,0.942819855,0,6.47545E-05,0,0,0,0
58,1740.810396,12/08/2010 13:10:21,1620.796053,2,1,0.550024807,3.934398651,0.247608463,0,0.96085672,0,3.23772E-05,0,0,0,0
59,1770.825417,12/08/2010 13:10:51,1650.811074,2,1,0.549844861,3.935856581,0.252193872,0,0.978900688,0,3.23772E-05,0,0,0,0
60,1800.840479,12/08/2010 13:11:21,1680.826136,2,1,0.549844861,3.93731451,0.256779283,0,0.996951587,0,6.48022E-05,0,0,0,0
61,1830.855629,12/08/2010 13:11:51,1710.841286,2,1,0.550024807,3.93877244,0.26136465,0,1.015009305,0,3.23772E-05,0,0,0,0
62,1860.870547,12/08/2010 13:12:21,1740.856204,2,1,0.550024807,3.940392494,0.265949999,0,1.033073704,0,3.24249E-05,0,0,0,0
63,1890.885634,12/08/2010 13:12:51,1770.871291,2,1,0.550204754,3.94201231,0.270535376,0,1.051145277,0,6.48022E-05,0,0,0,0
64,1920.900682,12/08/2010 13:13:21,1800.886339,2,1,0.549844861,3.943146229,0.275120794,0,1.069224064,0,0,0,0,0,0
65,1950.917487,12/08/2010 13:13:51,1830.903144,2,1,0.549844861,3.944928169,0.279706474,0,1.087310853,0,6.48022E-05,0,0,0,0
66,1980.918359,12/08/2010 13:14:21,1860.904017,2,1,0.550024807,3.946386099,0.284289628,0,1.105394727,0,3.23772E-05,0,0,0,0
67,2010.930054,12/08/2010 13:14:51,1890.915712,2,1,0.550024807,3.948006153,0.288874455,0,1.12349224,0,3.24249E-05,0,0,0,0
68,2040.945075,12/08/2010 13:15:21,1920.930733,2,1,0.550024807,3.949464083,0.293459878,0,1.141599136,0,3.24249E-05,0,0,0,0
69,2070.960094,12/08/2010 13:15:51,1950.945751,2,1,0.550024807,3.951245785,0.29804531,0,1.159713093,0,6.47545E-05,0,0,0,0
70,2100.975148,12/08/2010 13:16:21,1980.960806,2,1,0.550024807,3.952703714,0.302630713,0,1.177833999,0,3.23772E-05,0,0,0,0
71,2130.990154,12/08/2010 13:16:51,2010.975811,2,1,0.550024807,3.954161644,0.307216131,0,1.195962085,0,3.23772E-05,0,0,0,0
72,2161.005246,12/08/2010 13:17:21,2040.990903,2,1,0.550024807,3.955619574,0.311801526,0,1.214097094,0,0,0,0,0,0
73,2191.020408,12/08/2010 13:17:51,2071.006065,2,1,0.550024807,3.957239628,0.316386942,0,1.232239256,0,6.48022E-05,0,0,0,0
74,2221.035269,12/08/2010 13:18:21,2101.020926,2,1,0.550204754,3.958859444,0.320972273,0,1.250388177,0,3.23772E-05,0,0,0,0
75,2251.038231,12/08/2010 13:18:51,2131.023889,2,1,0.549844861,3.960155487,0.325555826,0,1.268537068,0,0,0,0,0,0
76,2281.049784,12/08/2010 13:19:21,2161.035441,2,1,0.549844861,3.961775303,0.330140688,0,1.286698325,0,0,0,0,0,0
77,2311.064783,12/08/2010 13:19:51,2191.05044,2,1,0.549844861,3.963395357,0.3347255,0,1.304866428,0,6.48022E-05,0,0,0,0
78,2341.079941,12/08/2010 13:20:21,2221.065598,2,1,0.549844861,3.964853287,0.339310323,0,1.323041794,0,0,0,0,0,0
79,2371.094859,12/08/2010 13:20:51,2251.080517,2,1,0.550024807,3.966797113,0.34389568,0,1.3412266,0,6.48022E-05,0,0,0,0
80,2401.109871,12/08/2010 13:21:21,2281.095528,2,1,0.549844861,3.968255043,0.348481056,0,1.359418779,0,3.24249E-05,0,0,0,0
81,2431.125,12/08/2010 13:21:51,2311.110658,2,1,0.550024807,3.969874859,0.353066409,0,1.37761821,0,3.23772E-05,0,0,0,0
82,2461.140082,12/08/2010 13:22:21,2341.125739,2,1,0.550024807,3.971494913,0.357651828,0,1.395825188,0,3.24249E-05,0,0,0,0
83,2491.15512,12/08/2010 13:22:51,2371.140777,2,1,0.549844861,3.972952843,0.362237181,0,1.414039348,0,3.24249E-05,0,0,0,0
84,2521.170021,12/08/2010 13:23:21,2401.155678,2,1,0.550204754,3.974896669,0.366822542,0,1.43226108,0,6.48022E-05,0,0,0,0
85,2551.185034,12/08/2010 13:23:51,2431.170692,2,1,0.549844861,3.976354599,0.371407914,0,1.450490282,0,3.24249E-05,0,0,0,0
86,2581.200046,12/08/2010 13:24:21,2461.185703,2,1,0.549844861,3.977974415,0.375993305,0,1.468727156,0,6.48022E-05,0,0,0,0
87,2611.215144,12/08/2010 13:24:51,2491.200801,2,1,0.549844861,3.979594469,0.38057868,0,1.486971624,0,0,0,0,0,0
88,2641.230107,12/08/2010 13:25:21,2521.215765,2,1,0.549844861,3.98137641,0.385164135,0,1.505223684,0,9.72271E-05,0,0,0,0
89,2671.245137,12/08/2010 13:25:51,2551.230794,2,1,0.549844861,3.983158112,0.389749383,0,1.523483224,0,6.47545E-05,0,0,0,0
90,2701.260278,12/08/2010 13:26:21,2581.245935,2,1,0.550024807,3.984778166,0.394334659,0,1.541750744,0,3.24249E-05,0,0,0,0
91,2731.275659,12/08/2010 13:26:51,2611.261316,2,1,0.549844861,3.986560106,0.398920022,0,1.560026552,0,6.48022E-05,0,0,0,0
92,2761.290418,12/08/2010 13:27:21,2641.276075,2,1,0.550024807,3.988342047,0.403505309,0,1.578310104,0,6.48022E-05,0,0,0,0
93,2791.305267,12/08/2010 13:27:51,2671.290925,2,1,0.550024807,3.990285873,0.408090619,0,1.59660194,0,9.71794E-05,0,0,0,0
94,2821.320498,12/08/2010 13:28:21,2701.306156,2,1,0.550024807,3.991905689,0.412675957,0,1.614902066,0,6.48022E-05,0,0,0,0
95,2851.335336,12/08/2010 13:28:51,2731.320993,2,1,0.550204754,3.993849754,0.417261268,0,1.63321043,0,6.48022E-05,0,0,0,0
96,2881.350352,12/08/2010 13:29:21,2761.33601,2,1,0.549844861,3.995631695,0.421846567,0,1.651527253,0,6.48022E-05,0,0,0,0
97,2911.365374,12/08/2010 13:29:51,2791.351031,2,1,0.550024807,3.997413397,0.426431856,0,1.669852651,0,3.23772E-05,0,0,0,0
98,2941.38045,12/08/2010 13:30:21,2821.366108,2,1,0.550024807,3.999357462,0.431017165,0,1.688186791,0,3.24249E-05,0,0,0,0
99,2971.395827,12/08/2010 13:30:51,2851.381485,2,1,0.549844861,4.001301289,0.435602565,0,1.706530046,0,3.24249E-05,0,0,0,0
100,3001.410693,12/08/2010 13:31:21,2881.39635,2,1,0.549844861,4.003245354,0.440187827,0,1.72488149,0,6.48499E-05,0,0,0,0
101,3031.425574,12/08/2010 13:31:51,2911.411232,2,1,0.550024807,4.005188942,0.444773141,0,1.743242104,0,3.23296E-05,0,0,0,0
102,3061.440525,12/08/2010 13:32:21,2941.426232,2,1,0.550024807,4.007295132,0.449358485,0,1.761611899,0,6.48499E-05,0,0,0,0
103,3091.45557,12/08/2010 13:32:51,2971.441228,2,1,0.549844861,4.009077072,0.453943692,0,1.779990177,0,6.48499E-05,0,0,0,0
104,3121.470736,12/08/2010 13:33:21,3001.456393,2,1,0.550024807,4.011182785,0.458529012,0,1.798378116,0,3.24249E-05,0,0,0,0
105,3151.485659,12/08/2010 13:33:51,3031.471317,2,1,0.550024807,4.013288498,0.463114347,0,1.816775222,0,6.47545E-05,0,0,0,0
106,3181.500652,12/08/2010 13:34:21,3061.48631,2,1,0.550204754,4.015394688,0.467699694,0,1.83518174,0,3.24249E-05,0,0,0,0
107,3211.519113,12/08/2010 13:34:51,3091.50477,2,1,0.550204754,4.017500401,0.472285582,0,1.853599928,0,6.47545E-05,0,0,0,0
108,3241.53071,12/08/2010 13:35:21,3121.516367,2,1,0.550024807,4.019606113,0.476870371,0,1.872023314,0,0.000129509,0,0,0,0
109,3271.545805,12/08/2010 13:35:51,3151.531463,2,1,0.550024807,4.021712303,0.481455797,0,1.890458988,0,9.71794E-05,0,0,0,0
110,3301.56095,12/08/2010 13:36:21,3181.546608,2,1,0.550024807,4.023818016,0.486041137,0,1.908903932,0,6.47545E-05,0,0,0,0
111,3331.57587,12/08/2010 13:36:51,3211.561527,2,1,0.549844861,4.025762081,0.490626426,0,1.927358688,0,3.24249E-05,0,0,0,0
112,3361.590985,12/08/2010 13:37:21,3241.576643,2,1,0.549844861,4.027867794,0.495211724,0,1.945823532,0,0,0,0,0,0
113,3391.605883,12/08/2010 13:37:51,3271.591541,2,1,0.549844861,4.030135632,0.499796974,0,1.964298313,0,3.23296E-05,0,0,0,0
114,3421.620886,12/08/2010 13:38:21,3301.606543,2,1,0.550024807,4.032565594,0.504382281,0,1.982783681,0,6.47545E-05,0,0,0,0
115,3451.635932,12/08/2010 13:38:51,3331.62159,2,1,0.550204754,4.035157681,0.508967524,0,2.001279094,0,0.000162029,0,0,0,0
116,3481.650978,12/08/2010 13:39:21,3361.636635,2,1,0.550024807,4.037263393,0.513552789,0,2.01978518,0,6.47545E-05,0,0,0,0
117,3511.665979,12/08/2010 13:39:51,3391.651636,2,1,0.550024807,4.039369106,0.518138021,0,2.038301671,0,3.23296E-05,0,0,0,0
118,3541.681071,12/08/2010 13:40:21,3421.666728,2,1,0.550024807,4.041799068,0.522723329,0,2.056829218,0,3.23296E-05,0,0,0,0
119,3571.696284,12/08/2010 13:40:51,3451.681941,2,1,0.550024807,4.044066906,0.527308662,0,2.075367693,0,3.23296E-05,0,0,0,0
120,3601.711281,12/08/2010 13:41:21,3481.696938,2,1,0.550024807,4.046496868,0.531893979,0,2.093917132,0,3.24249E-05,0,0,0,0
121,3631.726271,12/08/2010 13:41:52,3511.711928,2,1,0.550024807,4.049088955,0.536479298,0,2.112477687,0,9.71794E-05,0,0,0,0
122,3661.740954,12/08/2010 13:42:22,3541.726611,2,1,0.550024807,4.05151844,0.541062238,0,2.131039812,0,6.47545E-05,0,0,0,0
123,3691.756183,12/08/2010 13:42:52,3571.741841,2,1,0.549844861,4.053948402,0.545649906,0,2.149632421,0,3.23296E-05,0,0,0,0
124,3721.771348,12/08/2010 13:43:22,3601.757005,2,1,0.550204754,4.056540489,0.55023521,0,2.168226934,0,6.48499E-05,0,0,0,0
125,3751.786216,12/08/2010 13:43:52,3631.771873,2,1,0.550024807,4.058970451,0.55482049,0,2.186833043,0,3.24249E-05,0,0,0,0
126,3781.801289,12/08/2010 13:44:22,3661.786946,2,1,0.549844861,4.061724186,0.559405866,0,2.205451342,0,9.71794E-05,0,0,0,0
127,3811.816334,12/08/2010 13:44:52,3691.801992,2,1,0.550024807,4.064315796,0.563991251,0,2.22408141,0,0.000129509,0,0,0,0
128,3841.831619,12/08/2010 13:45:22,3721.817276,2,1,0.549844861,4.066907883,0.56857659,0,2.242723233,0,6.47545E-05,0,0,0,0
129,3871.846561,12/08/2010 13:45:52,3751.832218,2,1,0.550024807,4.069499969,0.573161858,0,2.261376931,0,6.48499E-05,0,0,0,0
130,3901.861367,12/08/2010 13:46:22,3781.847024,2,1,0.549844861,4.072253704,0.577747107,0,2.280042825,0,6.48499E-05,0,0,0,0
131,3931.879931,12/08/2010 13:46:52,3811.865588,2,1,0.550024807,4.075007439,0.582332943,0,2.298723545,0,6.47545E-05,0,0,0,0
132,3961.891481,12/08/2010 13:47:22,3841.877139,2,1,0.549664915,4.077599525,0.586917642,0,2.317412171,0,9.72748E-05,0,0,0,0
133,3991.906473,12/08/2010 13:47:52,3871.892131,2,1,0.550024807,4.08035326,0.591502965,0,2.33611598,0,6.48499E-05,0,0,0,0
134,4021.921484,12/08/2010 13:48:22,3901.907142,2,1,0.550024807,4.083269119,0.596088432,0,2.354833169,0,9.71794E-05,0,0,0,0
135,4051.936527,12/08/2010 13:48:52,3931.922184,2,1,0.550204754,4.086022854,0.600673864,0,2.373562967,0,6.47545E-05,0,0,0,0
136,4081.951541,12/08/2010 13:49:22,3961.937198,2,1,0.550024807,4.088938713,0.605259316,0,2.392305905,0,6.47545E-05,0,0,0,0
137,4111.966783,12/08/2010 13:49:52,3991.95244,2,1,0.550024807,4.091692448,0.609844863,0,2.411062364,0,6.47545E-05,0,0,0,0
138,4141.981803,12/08/2010 13:50:22,4021.967461,2,1,0.550024807,4.094446659,0.614430352,0,2.429831766,0,0,0,0,0,0
139,4172.000134,12/08/2010 13:50:52,4051.985791,2,1,0.550024807,4.097686291,0.619016331,0,2.448616486,0,6.47545E-05,0,0,0,0
140,4202.011835,12/08/2010 13:51:22,4081.997492,2,1,0.549844861,4.100440025,0.623601308,0,2.467410646,0,6.47545E-05,0,0,0,0
141,4232.026743,12/08/2010 13:51:52,4112.012401,2,1,0.549844861,4.103355885,0.628186718,0,2.486220059,0,6.47545E-05,0,0,0,0
142,4262.041852,12/08/2010 13:52:22,4142.02751,2,1,0.549844861,4.106433868,0.632772221,0,2.505043546,0,6.48499E-05,0,0,0,0
143,4292.056773,12/08/2010 13:52:52,4172.04243,2,1,0.549844861,4.109511852,0.63735767,0,2.523880717,0,6.48499E-05,0,0,0,0
144,4322.071792,12/08/2010 13:53:22,4202.057449,2,1,0.550024807,4.112589359,0.641943134,0,2.542731896,0,6.47545E-05,0,0,0,0
145,4352.086939,12/08/2010 13:53:52,4232.072597,2,1,0.550024807,4.115667343,0.646528694,0,2.561597513,0,9.71794E-05,0,0,0,0
146,4382.102228,12/08/2010 13:54:22,4262.087886,2,1,0.550024807,4.118906975,0.651114215,0,2.580477159,0,9.71794E-05,0,0,0,0
147,4412.116958,12/08/2010 13:54:52,4292.102615,2,1,0.549844861,4.121984959,0.655699669,0,2.599370872,0,0.000129604,0,0,0,0
148,4442.131912,12/08/2010 13:55:22,4322.117569,2,1,0.550204754,4.125225067,0.660285242,0,2.618279647,0,9.72748E-05,0,0,0,0
149,4472.14697,12/08/2010 13:55:52,4352.132627,2,1,0.549844861,4.128140926,0.664870748,0,2.637202612,0,3.24249E-05,0,0,0,0
150,4502.161976,12/08/2010 13:56:22,4382.147634,2,1,0.550024807,4.131542683,0.669456312,0,2.656140558,0,9.71794E-05,0,0,0,0
151,4532.177022,12/08/2010 13:56:52,4412.16268,2,1,0.549844861,4.134782314,0.674041854,0,2.675093359,0,9.71794E-05,0,0,0,0
152,4562.192038,12/08/2010 13:57:22,4442.177696,2,1,0.550024807,4.138184071,0.678627446,0,2.694061356,0,9.71794E-05,0,0,0,0
153,4592.20728,12/08/2010 13:57:52,4472.192937,2,1,0.550024807,4.141262054,0.683212943,0,2.713043973,0,9.71794E-05,0,0,0,0
154,4622.222308,12/08/2010 13:58:22,4502.207966,2,1,0.549664915,4.144663811,0.687798506,0,2.732042107,0,0.000129604,0,0,0,0
155,4652.23758,12/08/2010 13:58:52,4532.223237,2,1,0.550204754,4.148227692,0.692384075,0,2.751055685,0,9.71794E-05,0,0,0,0
156,4682.252354,12/08/2010 13:59:22,4562.238012,2,1,0.550204754,4.151467323,0.696969467,0,2.770084218,0,9.71794E-05,0,0,0,0
157,4712.267192,12/08/2010 13:59:52,4592.25285,2,1,0.550204754,4.155031204,0.701554908,0,2.789128436,0,0.000129604,0,0,0,0
158,4742.282454,12/08/2010 14:00:22,4622.268112,2,1,0.549844861,4.158271313,0.706140411,0,2.8081886,0,6.48499E-05,0,0,0,0
159,4772.297277,12/08/2010 14:00:52,4652.282935,2,1,0.549844861,4.161673069,0.710725811,0,2.827264205,0,6.48499E-05,0,0,0,0
160,4802.312414,12/08/2010 14:01:22,4682.298071,2,1,0.550024807,4.165398598,0.715311346,0,2.846356351,0,9.71794E-05,0,0,0,0
161,4832.327335,12/08/2010 14:01:52,4712.312992,2,1,0.550024807,4.168962479,0.719896759,0,2.865463904,0,0.000161934,0,0,0,0
162,4862.342343,12/08/2010 14:02:22,4742.328,2,1,0.550024807,4.172364235,0.72448222,0,2.884587832,0,9.71794E-05,0,0,0,0
163,4892.357493,12/08/2010 14:02:52,4772.34315,2,1,0.550024807,4.175766468,0.729067733,0,2.90372816,0,9.72748E-05,0,0,0,0
164,4922.3725,12/08/2010 14:03:22,4802.358158,2,1,0.549844861,4.179491997,0.733653267,0,2.922884923,0,0.000129604,0,0,0,0
165,4952.387473,12/08/2010 14:03:52,4832.37313,2,1,0.550024807,4.182893753,0.738238761,0,2.942057946,0,6.47545E-05,0,0,0,0
166,4982.402724,12/08/2010 14:04:22,4862.388382,2,1,0.550024807,4.186619759,0.742824291,0,2.961247669,0,6.48499E-05,0,0,0,0
167,5012.417505,12/08/2010 14:04:52,4892.403162,2,1,0.550024807,4.19018364,0.747409777,0,2.980453796,0,6.48499E-05,0,0,0,0
168,5042.432563,12/08/2010 14:05:22,4922.41822,2,1,0.550024807,4.194071293,0.751995247,0,2.999676687,0,9.71794E-05,0,0,0,0
169,5072.447551,12/08/2010 14:05:52,4952.433208,2,1,0.550204754,4.197797298,0.756580687,0,3.018916323,0,0.000129604,0,0,0,0
170,5090.556591,12/08/2010 14:06:10,4970.542249,2,1,0.549844861,4.200065136,0.759347299,0,3.03053265,0,0.000162029,0,0,0,0
171,5120.572112,12/08/2010 14:06:40,30.01515573,3,1,0,4.108701706,0.759347299,0,3.03053265,0,-0.000453568,0,0,0,0
172,5150.587048,12/08/2010 14:07:11,60.03009114,3,1,0,4.096552372,0.759347299,0,3.03053265,0,-0.000226784,0,0,0,0
173,5180.602289,12/08/2010 14:07:41,90.04533253,3,1,0,4.089262486,0.759347299,0,3.03053265,0,-0.000129604,0,0,0,0
174,5210.5704,12/08/2010 14:08:10,120.0134433,3,1,0,4.084240913,0.759347299,0,3.03053265,0,-0.000129604,0,0,0,0
175,5210.571027,12/08/2010 14:08:11,2.76689E-06,4,1,1.040381193,4.200226784,0.7593473,0,3.030532653,0,0,0,0,0,0
176,5211.195867,12/08/2010 14:08:11,0.624843088,4,1,0.989636123,4.200226784,0.759522028,0,3.031266555,0,0,0,0,0,0
177,5212.927085,12/08/2010 14:08:13,2.356060727,4,1,0.93961072,4.200226784,0.759984986,0,3.033211086,0,0,0,0,0,0
178,5215.58322,12/08/2010 14:08:16,5.012196308,4,1,0.88886559,4.200065136,0.760658646,0,3.036040618,0,-6.47545E-05,0,0,0,0
179,5219.208044,12/08/2010 14:08:19,8.637020052,4,1,0.8386603,4.200226784,0.761527397,0,3.039689606,0,0,0,0,0,0
180,5223.895467,12/08/2010 14:08:24,13.32444327,4,1,0.788634956,4.200226784,0.762585603,0,3.044134343,0,0,0,0,0,0
181,5229.879674,12/08/2010 14:08:30,19.3086501,4,1,0.738609612,4.200226784,0.763853491,0,3.049459817,0,-3.24249E-05,0,0,0,0
182,5237.598206,12/08/2010 14:08:38,27.02718251,4,1,0.688404262,4.200226784,0.765381365,0,3.055877304,0,0,0,0,0,0
183,5248.035456,12/08/2010 14:08:48,37.46443157,4,1,0.638198972,4.200226784,0.767301322,0,3.063941654,0,-3.24249E-05,0,0,0,0
184,5262.879083,12/08/2010 14:09:03,52.30805915,4,1,0.588173628,4.200388908,0.76982331,0,3.074534685,0,0,0,0,0,0
185,5286.628462,12/08/2010 14:09:27,76.0574382,4,1,0.538148284,4.200226784,0.773524202,0,3.090079473,0,-6.48499E-05,0,0,0,0
